net,length_um
_12049_,8.1
_12392_,8.1
_12863_,8.1
_13393_,8.1
_13843_,8.1
_13845_,8.1
_13977_,8.1
_14167_,8.1
_14204_,8.1
_14314_,8.1
_14344_,8.1
_14487_,8.1
_15355_,8.1
_15594_,8.1
_15650_,8.1
_15808_,8.1
_16050_,8.1
_16189_,8.1
_16513_,8.1
_16743_,8.1
_16924_,8.1
_16948_,8.1
_17953_,8.1
_17976_,8.1
_18204_,8.1
_18258_,8.1
_18303_,8.1
_18313_,8.1
_18549_,8.1
_18758_,8.1
_18957_,8.1
_18980_,8.1
_19097_,8.1
_19455_,8.1
_20305_,8.1
_20495_,8.1
_21633_,8.1
_21971_,8.1
_22278_,8.1
_22679_,8.1
_23343_,8.1
_23676_,8.1
_23926_,8.1
_24694_,8.1
net294,8.1
net1250,8.1
net1502,8.1
net1678,8.1
net1740,8.1
net1922,8.1
net3023,8.1
net3641,8.1
net5775,8.1
net6678,8.1
L2.mem\[246\]\[15\],8.09
_01916_,8.09
L2.mem\[238\]\[14\],8.08
_00175_,8.08
_02181_,8.08
_09618_,8.08
_09656_,8.08
_16062_,8.08
_20779_,8.08
_22991_,8.08
_23884_,8.08
_02266_,8.07
_07888_,8.07
_22526_,8.07
_23909_,8.07
_10796_,8.065
L2.mem\[128\]\[24\],8.06
L2.mem\[136\]\[20\],8.06
L2.mem\[186\]\[17\],8.06
L2.mem\[46\]\[24\],8.06
_00179_,8.06
_00954_,8.06
_02255_,8.06
_04710_,8.06
_05119_,8.06
_09564_,8.06
_11351_,8.06
_11680_,8.06
_12131_,8.06
_12508_,8.06
_12724_,8.06
_16404_,8.06
_16515_,8.06
_19708_,8.06
_22539_,8.06
_23947_,8.06
_25045_,8.06
_25273_,8.06
_27105_,8.06
net2752,8.06
net3379,8.06
L2.mem\[34\]\[23\],8.05
_03635_,8.05
_05559_,8.05
_05606_,8.05
_06497_,8.05
_08335_,8.05
L2.mem\[249\]\[22\],8.045
_14578_,8.04
_16625_,8.04
_17793_,8.04
_18768_,8.04
_26927_,8.04
_27640_,8.04
net854,8.04
net2754,8.04
net3366,8.04
net3578,8.04
net3963,8.04
net4553,8.04
net6520,8.04
L1C0.tags\[0\]\[11\],8.03
L1C2.data\[5\]\[28\],8.02
L1C2.data\[6\]\[12\],8.02
L2.mem\[252\]\[24\],8.02
L2.mem\[32\]\[22\],8.02
L2.mem\[44\]\[14\],8.02
_00022_,8.02
_00325_,8.02
_10417_,8.02
_10853_,8.02
_10966_,8.02
_10980_,8.02
_11034_,8.02
_11149_,8.02
_11584_,8.02
_11685_,8.02
_11759_,8.02
_11944_,8.02
_11956_,8.02
_12038_,8.02
_12124_,8.02
_12380_,8.02
_12562_,8.02
_12656_,8.02
_12841_,8.02
_13008_,8.02
_13230_,8.02
_13608_,8.02
_13736_,8.02
_13871_,8.02
_14177_,8.02
_14231_,8.02
_14317_,8.02
_14323_,8.02
_14571_,8.02
_14831_,8.02
_14991_,8.02
_15012_,8.02
_15429_,8.02
_15757_,8.02
_15840_,8.02
_15889_,8.02
_16169_,8.02
_16451_,8.02
_16468_,8.02
_16767_,8.02
_16879_,8.02
_16905_,8.02
_17582_,8.02
_17618_,8.02
_17635_,8.02
_17798_,8.02
_18211_,8.02
_18213_,8.02
_18566_,8.02
_18877_,8.02
_20531_,8.02
_22158_,8.02
_22346_,8.02
_23147_,8.02
_23685_,8.02
_24215_,8.02
net190,8.02
net364,8.02
net583,8.02
net638,8.02
net697,8.02
net833,8.02
net841,8.02
net899,8.02
net940,8.02
net1069,8.02
net1210,8.02
net1220,8.02
net1703,8.02
net1709,8.02
net1893,8.02
net1906,8.02
net1908,8.02
net1995,8.02
net2100,8.02
net2121,8.02
net2146,8.02
net2189,8.02
net2235,8.02
net2289,8.02
net2314,8.02
net2592,8.02
net2626,8.02
net2656,8.02
net2693,8.02
net2704,8.02
net2731,8.02
net2760,8.02
net2770,8.02
net2891,8.02
net3039,8.02
net3154,8.02
net3192,8.02
net3542,8.02
net3900,8.02
net3953,8.02
net3954,8.02
net3997,8.02
net4241,8.02
net4260,8.02
net4365,8.02
net4520,8.02
net4522,8.02
net4633,8.02
net4707,8.02
net4764,8.02
net5139,8.02
net5152,8.02
net5189,8.02
net5230,8.02
net5297,8.02
net5359,8.02
net5639,8.02
net5646,8.02
net5651,8.02
net5703,8.02
net6299,8.02
net6322,8.02
net6332,8.02
net6438,8.02
net6581,8.02
L2.mem\[255\]\[21\],8.015
_23367_,8.015
L2.mem\[63\]\[9\],8.01
_04722_,8.01
_07908_,8.01
L1C1.tags\[4\]\[11\],8.005
L2.mem\[93\]\[30\],8.005
L1C2.data\[2\]\[26\],8
L1C2.data\[3\]\[25\],8
_03538_,8
_03909_,8
_08228_,8
_10446_,8
_10865_,8
_13349_,8
_15389_,8
_17205_,8
_17240_,8
_17535_,8
_20952_,8
_21185_,8
_21517_,8
_23332_,8
_24398_,8
L2.mem\[253\]\[1\],7.995
_10798_,7.985
_12442_,7.985
_13676_,7.985
_15364_,7.985
_18803_,7.985
_18887_,7.985
net6194,7.985
FE.feat_branch_den\[4\],7.98
L1C2.data\[3\]\[18\],7.98
L2.mem\[11\]\[4\],7.98
L2.mem\[59\]\[22\],7.98
L2.mem\[9\]\[14\],7.98
_00116_,7.98
_00170_,7.98
_01054_,7.98
_01150_,7.98
_01151_,7.98
_04533_,7.98
_10604_,7.98
_11110_,7.98
_11504_,7.98
_11602_,7.98
_11730_,7.98
_11793_,7.98
_12129_,7.98
_12135_,7.98
_12268_,7.98
_12327_,7.98
_12449_,7.98
_12457_,7.98
_12620_,7.98
_12683_,7.98
_12763_,7.98
_12771_,7.98
_12960_,7.98
_13699_,7.98
_13728_,7.98
_13740_,7.98
_14601_,7.98
_14924_,7.98
_15014_,7.98
_15528_,7.98
_15568_,7.98
_15580_,7.98
_15913_,7.98
_16457_,7.98
_16561_,7.98
_17083_,7.98
_17295_,7.98
_17360_,7.98
_17395_,7.98
_17588_,7.98
_17680_,7.98
_17812_,7.98
_18042_,7.98
_18343_,7.98
_18644_,7.98
_18911_,7.98
_20665_,7.98
_21807_,7.98
_22088_,7.98
_22156_,7.98
_23092_,7.98
_24080_,7.98
_24145_,7.98
_25220_,7.98
net47,7.98
net191,7.98
net321,7.98
net555,7.98
net1093,7.98
net1716,7.98
net2573,7.98
net3035,7.98
net3229,7.98
net3648,7.98
net3692,7.98
net4714,7.98
net4818,7.98
net5264,7.98
net6079,7.98
net6111,7.98
L2.mem\[13\]\[16\],7.97
L2.mem\[165\]\[18\],7.97
L2.mem\[207\]\[19\],7.97
L2.mem\[6\]\[3\],7.97
L2.mem\[9\]\[12\],7.97
_01897_,7.97
_04777_,7.97
_10048_,7.97
_05784_,7.96
_09803_,7.96
_09962_,7.96
_17893_,7.96
_19420_,7.96
_22204_,7.96
_22935_,7.96
net829,7.96
_01145_,7.95
_01191_,7.95
_01211_,7.95
_01999_,7.95
_06343_,7.95
_06438_,7.95
_08827_,7.95
_00518_,7.945
_01808_,7.94
_05269_,7.94
_05652_,7.94
_06206_,7.94
_11477_,7.94
_15164_,7.94
_16687_,7.94
_17706_,7.94
_19726_,7.94
_24833_,7.94
net1487,7.94
net1682,7.94
net1839,7.94
net6139,7.94
L1C2.data\[1\]\[0\],7.92
PE.lr\[0\],7.92
_24251_,7.92
net6038,7.92
net6215,7.92
net6283,7.92
L2.mem\[102\]\[13\],7.91
L2.mem\[135\]\[28\],7.91
L2.mem\[140\]\[21\],7.91
L2.mem\[152\]\[6\],7.91
L2.mem\[157\]\[28\],7.91
L2.mem\[16\]\[13\],7.91
L2.mem\[198\]\[2\],7.91
L2.mem\[216\]\[23\],7.91
L2.mem\[220\]\[21\],7.91
L2.mem\[229\]\[5\],7.91
L2.mem\[22\]\[11\],7.91
L2.mem\[52\]\[6\],7.91
L2.mem\[54\]\[5\],7.91
L2.mem\[67\]\[31\],7.91
_01110_,7.91
_01376_,7.91
_01800_,7.91
_04812_,7.91
_04884_,7.91
_04966_,7.91
_07387_,7.91
_08852_,7.91
L2.mem\[241\]\[15\],7.905
L2.mem\[247\]\[24\],7.905
L2.mem\[249\]\[5\],7.905
L2.mem\[93\]\[13\],7.905
_00215_,7.905
L2.mem\[169\]\[29\],7.9
L2.mem\[90\]\[7\],7.9
_02206_,7.9
_03419_,7.9
_03483_,7.9
_05867_,7.9
_06730_,7.9
_06865_,7.9
_07691_,7.9
_08266_,7.9
_08302_,7.9
_08781_,7.9
_10075_,7.9
_10511_,7.9
_10747_,7.9
_11446_,7.9
_11563_,7.9
_12002_,7.9
_12215_,7.9
_12421_,7.9
_12601_,7.9
_13187_,7.9
_13581_,7.9
_14066_,7.9
_14741_,7.9
_15801_,7.9
_16087_,7.9
_16960_,7.9
_16995_,7.9
_17473_,7.9
_17525_,7.9
_18040_,7.9
_18788_,7.9
_18801_,7.9
_20940_,7.9
_21013_,7.9
_21144_,7.9
_21215_,7.9
_21314_,7.9
_21446_,7.9
_22304_,7.9
_22329_,7.9
_22356_,7.9
_23211_,7.9
_23355_,7.9
net517,7.9
net622,7.9
net990,7.9
net1049,7.9
net1168,7.9
net2056,7.9
net4410,7.9
net5224,7.9
net5432,7.9
net5606,7.9
net6307,7.9
net6409,7.9
L2.mem\[10\]\[13\],7.89
L2.mem\[224\]\[28\],7.89
_10076_,7.89
_00343_,7.885
_15620_,7.885
_17354_,7.885
_17651_,7.885
_08708_,7.88
_11869_,7.88
_14269_,7.88
_14549_,7.88
_16077_,7.88
net6338,7.88
L2.mem\[106\]\[28\],7.87
L2.mem\[107\]\[15\],7.87
L2.mem\[145\]\[21\],7.87
L2.mem\[152\]\[11\],7.87
L2.mem\[178\]\[12\],7.87
L2.mem\[181\]\[23\],7.87
L2.mem\[188\]\[15\],7.87
L2.mem\[192\]\[7\],7.87
L2.mem\[21\]\[2\],7.87
L2.mem\[42\]\[10\],7.87
L2.mem\[47\]\[30\],7.87
L2.mem\[64\]\[2\],7.87
L2.mem\[67\]\[25\],7.87
_01066_,7.87
_06031_,7.87
_07471_,7.87
_08268_,7.87
L1C1.valid\[5\],7.86
L1C2.data\[3\]\[19\],7.86
L2.mem\[162\]\[24\],7.86
_00495_,7.86
_02405_,7.86
_03611_,7.86
_04790_,7.86
_05296_,7.86
_07179_,7.86
_08327_,7.86
_09224_,7.86
_09229_,7.86
_11357_,7.86
_11654_,7.86
_11971_,7.86
_12516_,7.86
_14127_,7.86
_14280_,7.86
_14885_,7.86
_14925_,7.86
_15504_,7.86
_16991_,7.86
_18074_,7.86
_18283_,7.86
_18534_,7.86
_18746_,7.86
_22052_,7.86
_23536_,7.86
_24406_,7.86
net2179,7.86
L2.mem\[233\]\[3\],7.85
_05472_,7.85
_09360_,7.85
_09972_,7.85
_13415_,7.845
_14855_,7.845
_16787_,7.845
L2.mem\[136\]\[11\],7.83
L2.mem\[177\]\[2\],7.83
L2.mem\[229\]\[19\],7.83
L2.mem\[58\]\[23\],7.83
L2.mem\[68\]\[6\],7.83
_01434_,7.83
_01957_,7.83
_01979_,7.83
_02190_,7.83
_02300_,7.83
_02463_,7.83
_02664_,7.83
_03018_,7.83
_03100_,7.83
_03656_,7.83
_03917_,7.83
_04377_,7.83
_05466_,7.83
_05718_,7.83
_05920_,7.83
_06062_,7.83
_06066_,7.83
_06184_,7.83
_06223_,7.83
_06249_,7.83
_06318_,7.83
_06487_,7.83
_06527_,7.83
_07114_,7.83
_08034_,7.83
_08780_,7.83
_09092_,7.83
_09459_,7.83
_09789_,7.83
_09872_,7.83
L2.mem\[91\]\[4\],7.82
_00153_,7.82
_00159_,7.82
_00202_,7.82
_00382_,7.82
_01193_,7.82
_01455_,7.82
_01553_,7.82
_02280_,7.82
_02359_,7.82
_02420_,7.82
_02524_,7.82
_02768_,7.82
_02804_,7.82
_02818_,7.82
_02839_,7.82
_02895_,7.82
_02945_,7.82
_02969_,7.82
_03044_,7.82
_03840_,7.82
_03987_,7.82
_04065_,7.82
_04072_,7.82
_04190_,7.82
_04211_,7.82
_04235_,7.82
_04270_,7.82
_04337_,7.82
_04741_,7.82
_04846_,7.82
_04913_,7.82
_05313_,7.82
_05522_,7.82
_05700_,7.82
_05813_,7.82
_05988_,7.82
_06071_,7.82
_06165_,7.82
_06176_,7.82
_06180_,7.82
_06229_,7.82
_06332_,7.82
_06406_,7.82
_06452_,7.82
_06505_,7.82
_06563_,7.82
_06601_,7.82
_06758_,7.82
_07410_,7.82
_07420_,7.82
_07530_,7.82
_07598_,7.82
_07615_,7.82
_07621_,7.82
_07744_,7.82
_07884_,7.82
_08316_,7.82
_08373_,7.82
_08440_,7.82
_08488_,7.82
_08503_,7.82
_08761_,7.82
_08875_,7.82
_09375_,7.82
_09515_,7.82
_09703_,7.82
_09896_,7.82
_10110_,7.82
_10775_,7.82
_13095_,7.82
_21095_,7.82
_21997_,7.82
net481,7.82
net1164,7.82
net1282,7.82
net1856,7.82
net2658,7.82
net3306,7.82
net3459,7.82
net3461,7.82
net4224,7.82
net4660,7.82
net4704,7.82
net4996,7.82
net5167,7.82
net5168,7.82
net5547,7.82
net5768,7.82
net5861,7.82
net6095,7.82
net6236,7.82
net6582,7.82
net6613,7.82
net6693,7.82
L2.mem\[169\]\[30\],7.81
L2.mem\[68\]\[21\],7.81
_24429_,7.81
_00191_,7.8
_04488_,7.8
_10394_,7.8
_12506_,7.8
_12876_,7.8
_13287_,7.8
_14355_,7.8
_15303_,7.8
_16234_,7.8
_17838_,7.8
net146,7.8
L2.mem\[0\]\[30\],7.79
L2.mem\[103\]\[23\],7.79
L2.mem\[124\]\[26\],7.79
L2.mem\[150\]\[6\],7.79
L2.mem\[166\]\[6\],7.79
L2.mem\[192\]\[0\],7.79
L2.mem\[197\]\[31\],7.79
L2.mem\[215\]\[19\],7.79
L2.mem\[225\]\[7\],7.79
L2.mem\[22\]\[21\],7.79
L2.mem\[243\]\[9\],7.79
L2.mem\[245\]\[11\],7.79
L2.mem\[246\]\[27\],7.79
L2.mem\[60\]\[6\],7.79
L2.mem\[65\]\[25\],7.79
L2.mem\[69\]\[9\],7.79
L2.mem\[75\]\[11\],7.79
L2.mem\[87\]\[9\],7.79
L2.mem\[92\]\[30\],7.79
L2.mem\[9\]\[21\],7.79
_03434_,7.79
_03437_,7.79
_05160_,7.79
_05362_,7.79
_05756_,7.79
_06244_,7.79
_07422_,7.79
_07498_,7.79
_07846_,7.79
_08052_,7.79
_08117_,7.79
_08757_,7.79
_09105_,7.79
_09432_,7.79
_09606_,7.79
_10063_,7.79
EC0.RF.regs\[2\]\[4\],7.78
L1C2.data\[2\]\[18\],7.78
L2.mem\[114\]\[14\],7.78
L2.mem\[227\]\[14\],7.78
L2.mem\[245\]\[4\],7.78
L2.mem\[7\]\[5\],7.78
_02214_,7.78
_04756_,7.78
_05567_,7.78
_06014_,7.78
_06873_,7.78
_07604_,7.78
_08360_,7.78
_09281_,7.78
_12055_,7.78
_14248_,7.78
_15423_,7.78
_16986_,7.78
_17821_,7.78
_17944_,7.78
_17979_,7.78
_20317_,7.78
_20523_,7.78
_20979_,7.78
_21100_,7.78
_21299_,7.78
_21786_,7.78
net496,7.78
net599,7.78
net1249,7.78
net2101,7.78
net2717,7.78
net2746,7.78
net4194,7.78
net4216,7.78
net5735,7.78
net6366,7.78
L2.mem\[22\]\[0\],7.77
L2.mem\[255\]\[5\],7.77
L1C2.data\[5\]\[3\],7.76
L2.mem\[11\]\[31\],7.76
L2.mem\[86\]\[29\],7.76
L2.mem\[8\]\[8\],7.76
_00552_,7.76
_00651_,7.76
_03559_,7.76
_04732_,7.76
_09210_,7.76
_10467_,7.76
_11118_,7.76
_11524_,7.76
_13127_,7.76
_13614_,7.76
_13811_,7.76
_15052_,7.76
_15498_,7.76
_15847_,7.76
_16839_,7.76
_17374_,7.76
_18660_,7.76
_22443_,7.76
_23328_,7.76
_23832_,7.76
_24633_,7.76
_27807_,7.76
L2.mem\[240\]\[5\],7.755
L2.mem\[134\]\[28\],7.75
L2.mem\[162\]\[23\],7.75
L2.mem\[168\]\[19\],7.75
L2.mem\[21\]\[3\],7.75
L2.mem\[52\]\[3\],7.75
L2.mem\[84\]\[11\],7.75
_05826_,7.75
_06222_,7.75
_06245_,7.75
_06510_,7.75
_06641_,7.75
_06891_,7.75
_08660_,7.75
_08789_,7.75
_08794_,7.75
_08959_,7.75
_08976_,7.75
_09339_,7.75
L1C0.tags\[1\]\[17\],7.74
L1C2.data\[7\]\[12\],7.74
L2.mem\[61\]\[20\],7.74
L2.mem\[90\]\[14\],7.74
L2.mem\[91\]\[17\],7.74
_01159_,7.74
_01784_,7.74
_14022_,7.74
_16428_,7.74
_17411_,7.74
_19375_,7.735
L2.mem\[233\]\[6\],7.73
L2.mem\[81\]\[25\],7.73
_01990_,7.73
_02438_,7.73
_03169_,7.73
_03945_,7.73
_05021_,7.73
_05273_,7.73
_05535_,7.73
_06823_,7.73
_08253_,7.73
_09124_,7.73
_09310_,7.73
_09497_,7.73
_01279_,7.72
_02132_,7.72
_03157_,7.72
_03258_,7.72
_03459_,7.72
_04175_,7.72
_05370_,7.72
_05389_,7.72
_05477_,7.72
_05877_,7.72
_06034_,7.72
_06246_,7.72
_06266_,7.72
_06511_,7.72
_07877_,7.72
_08833_,7.72
_19495_,7.72
L2.mem\[118\]\[25\],7.71
_05057_,7.71
_05218_,7.71
L1C2.data\[1\]\[20\],7.705
L1C2.data\[4\]\[17\],7.7
_13234_,7.7
_13963_,7.7
_17024_,7.7
_18017_,7.7
_19737_,7.7
_20805_,7.7
_23217_,7.7
_24126_,7.7
_24294_,7.7
net109,7.7
net161,7.7
net184,7.7
net230,7.7
net331,7.7
net578,7.7
net941,7.7
net1043,7.7
net1071,7.7
net1172,7.7
net1236,7.7
net1240,7.7
net1539,7.7
net1712,7.7
net1850,7.7
net1859,7.7
net1944,7.7
net1967,7.7
net2011,7.7
net2109,7.7
net2244,7.7
net2400,7.7
net2438,7.7
net2605,7.7
net2786,7.7
net2897,7.7
net3033,7.7
net3052,7.7
net3174,7.7
net3415,7.7
net3479,7.7
net3570,7.7
net3620,7.7
net4114,7.7
net4265,7.7
net4283,7.7
net4296,7.7
net4491,7.7
net4544,7.7
net4628,7.7
net4708,7.7
net5013,7.7
net5023,7.7
net5174,7.7
net5249,7.7
net5255,7.7
net5291,7.7
net5294,7.7
net5394,7.7
net5579,7.7
net5615,7.7
net5827,7.7
net5874,7.7
net5903,7.7
net6008,7.7
net6114,7.7
net6405,7.7
net6510,7.7
net6543,7.7
net6566,7.7
net6584,7.7
net6604,7.7
net6659,7.7
net6669,7.7
net6691,7.7
_00943_,7.69
_03151_,7.69
_03471_,7.69
_07878_,7.69
_08614_,7.69
_09848_,7.69
_10309_,7.69
_23140_,7.69
EC0.RF.regs\[7\]\[18\],7.68
L2.mem\[112\]\[8\],7.68
L2.mem\[121\]\[24\],7.68
L2.mem\[176\]\[8\],7.68
L2.mem\[187\]\[24\],7.68
L2.mem\[206\]\[22\],7.68
L2.mem\[225\]\[8\],7.68
L2.mem\[63\]\[8\],7.68
L2.mem\[78\]\[22\],7.68
_00054_,7.68
_00565_,7.68
_00855_,7.68
_04975_,7.68
_06588_,7.68
_08089_,7.68
_08576_,7.68
_10609_,7.68
_10862_,7.68
_11062_,7.68
_11231_,7.68
_11445_,7.68
_11463_,7.68
_11525_,7.68
_11675_,7.68
_11798_,7.68
_11852_,7.68
_11854_,7.68
_11891_,7.68
_11896_,7.68
_12059_,7.68
_12328_,7.68
_12369_,7.68
_12461_,7.68
_12493_,7.68
_12616_,7.68
_12651_,7.68
_12831_,7.68
_12923_,7.68
_13004_,7.68
_13084_,7.68
_13091_,7.68
_13489_,7.68
_13564_,7.68
_13568_,7.68
_13618_,7.68
_13686_,7.68
_13808_,7.68
_13862_,7.68
_13937_,7.68
_14054_,7.68
_14068_,7.68
_14261_,7.68
_14393_,7.68
_14486_,7.68
_14632_,7.68
_14670_,7.68
_14823_,7.68
_14927_,7.68
_15059_,7.68
_15065_,7.68
_15462_,7.68
_15619_,7.68
_15705_,7.68
_15711_,7.68
_15893_,7.68
_15983_,7.68
_16052_,7.68
_16318_,7.68
_16402_,7.68
_16512_,7.68
_16573_,7.68
_16698_,7.68
_16833_,7.68
_16859_,7.68
_16904_,7.68
_17122_,7.68
_17271_,7.68
_17378_,7.68
_17421_,7.68
_17530_,7.68
_17745_,7.68
_17865_,7.68
_18019_,7.68
_18142_,7.68
_18435_,7.68
_18636_,7.68
_18677_,7.68
_20478_,7.68
_20803_,7.68
_21085_,7.68
_21242_,7.68
_21980_,7.68
_22050_,7.68
_22449_,7.68
_22833_,7.68
_23012_,7.68
_23028_,7.68
_23725_,7.68
_24214_,7.68
_24519_,7.68
net145,7.68
net962,7.68
net1013,7.68
net1340,7.68
net1359,7.68
net1367,7.68
net1431,7.68
net1441,7.68
net1569,7.68
net1589,7.68
net1631,7.68
net1680,7.68
net1689,7.68
net1696,7.68
net1749,7.68
net1764,7.68
net2024,7.68
net2033,7.68
net2057,7.68
net2084,7.68
net2103,7.68
net2249,7.68
net2273,7.68
net2333,7.68
net2491,7.68
net2492,7.68
net2647,7.68
net2657,7.68
net2694,7.68
net2906,7.68
net2972,7.68
net2975,7.68
net3038,7.68
net3054,7.68
net3099,7.68
net3106,7.68
net3121,7.68
net3302,7.68
net3308,7.68
net3331,7.68
net3419,7.68
net3626,7.68
net3659,7.68
net3788,7.68
net3894,7.68
net4062,7.68
net4326,7.68
net4387,7.68
net4395,7.68
net4396,7.68
net4545,7.68
net4824,7.68
net4873,7.68
net4878,7.68
net4949,7.68
net5279,7.68
net5319,7.68
net5493,7.68
net5663,7.68
net5760,7.68
net5812,7.68
net5875,7.68
net6029,7.68
net6035,7.68
net6090,7.68
net6315,7.68
L2.mem\[231\]\[1\],7.67
L2.mem\[246\]\[26\],7.67
L2.mem\[248\]\[28\],7.67
L2.mem\[28\]\[31\],7.67
L2.mem\[32\]\[12\],7.67
L2.mem\[70\]\[27\],7.67
L2.mem\[83\]\[7\],7.67
L1C2.data\[2\]\[16\],7.66
L2.mem\[58\]\[22\],7.66
_00246_,7.66
_00328_,7.66
_00796_,7.66
_07971_,7.66
_12103_,7.66
_14305_,7.66
_14994_,7.66
_15231_,7.66
_15573_,7.66
_15598_,7.66
_16401_,7.66
_20969_,7.66
_21649_,7.66
_22055_,7.66
_22618_,7.66
_23950_,7.66
_24088_,7.66
_24451_,7.66
_02297_,7.65
_02910_,7.65
_02917_,7.65
_03288_,7.65
_03651_,7.65
_04130_,7.65
_04146_,7.65
_04551_,7.65
_05576_,7.65
_05740_,7.65
_06649_,7.65
_07040_,7.65
_08822_,7.65
_09737_,7.65
_10218_,7.65
L1C1.mesi\[4\]\[0\],7.64
L2.mem\[124\]\[22\],7.64
L2.mem\[148\]\[22\],7.64
L2.mem\[154\]\[29\],7.64
L2.mem\[17\]\[4\],7.64
L2.mem\[193\]\[4\],7.64
L2.mem\[213\]\[4\],7.64
PC1.ID_pc\[6\],7.64
_00026_,7.64
_00174_,7.64
_00521_,7.64
_00785_,7.64
_03713_,7.64
_04195_,7.64
_05668_,7.64
_07278_,7.64
_10517_,7.64
_10568_,7.64
_10610_,7.64
_10883_,7.64
_10985_,7.64
_11093_,7.64
_11251_,7.64
_11428_,7.64
_11833_,7.64
_11842_,7.64
_11865_,7.64
_11903_,7.64
_12083_,7.64
_12260_,7.64
_12267_,7.64
_12273_,7.64
_12470_,7.64
_12575_,7.64
_12672_,7.64
_12788_,7.64
_12837_,7.64
_13005_,7.64
_13520_,7.64
_13555_,7.64
_13774_,7.64
_13791_,7.64
_13883_,7.64
_13970_,7.64
_14021_,7.64
_14039_,7.64
_14078_,7.64
_14107_,7.64
_14230_,7.64
_14262_,7.64
_14297_,7.64
_14554_,7.64
_14581_,7.64
_14658_,7.64
_14683_,7.64
_14715_,7.64
_14929_,7.64
_15001_,7.64
_15102_,7.64
_15124_,7.64
_15155_,7.64
_15254_,7.64
_15294_,7.64
_15578_,7.64
_15656_,7.64
_15695_,7.64
_15794_,7.64
_15866_,7.64
_15969_,7.64
_16180_,7.64
_16577_,7.64
_16655_,7.64
_16691_,7.64
_16757_,7.64
_16827_,7.64
_17152_,7.64
_17595_,7.64
_18061_,7.64
_18087_,7.64
_18150_,7.64
_18320_,7.64
_18340_,7.64
_19033_,7.64
_22470_,7.64
_22660_,7.64
_22670_,7.64
_23049_,7.64
_23973_,7.64
_27232_,7.64
_27731_,7.64
net1015,7.64
net1044,7.64
net1127,7.64
net1331,7.64
net1375,7.64
net2946,7.64
net3217,7.64
net3682,7.64
net3685,7.64
net3873,7.64
net4235,7.64
net4250,7.64
net4373,7.64
net5424,7.64
net5539,7.64
net5674,7.64
net6172,7.64
net6511,7.64
L2.mem\[238\]\[7\],7.63
L2.mem\[245\]\[13\],7.63
_05143_,7.63
_09919_,7.63
_03022_,7.62
_06117_,7.62
_09022_,7.62
_15800_,7.62
_21509_,7.62
_02404_,7.61
_03638_,7.61
_06875_,7.61
L2.mem\[149\]\[20\],7.6
L2.mem\[18\]\[29\],7.6
L2.mem\[196\]\[22\],7.6
L2.mem\[210\]\[24\],7.6
L2.mem\[211\]\[22\],7.6
L2.mem\[23\]\[8\],7.6
L2.mem\[241\]\[26\],7.6
_00327_,7.6
_00900_,7.6
_00929_,7.6
_01290_,7.6
_05078_,7.6
_05358_,7.6
_05901_,7.6
_06346_,7.6
_06415_,7.6
_06572_,7.6
_07295_,7.6
_07686_,7.6
_07910_,7.6
_08010_,7.6
_08493_,7.6
_09990_,7.6
_10220_,7.6
_11214_,7.6
_11948_,7.6
_13155_,7.6
_15189_,7.6
_15440_,7.6
_15943_,7.6
_16448_,7.6
_17955_,7.6
_18668_,7.6
_21238_,7.6
_22215_,7.6
_25293_,7.6
_26954_,7.6
_28122_,7.6
net5672,7.6
_05199_,7.59
_06254_,7.59
_07018_,7.59
_00410_,7.58
_19304_,7.58
_20607_,7.58
_21179_,7.58
_23353_,7.58
_24843_,7.58
_24845_,7.58
_27606_,7.58
_28024_,7.58
net731,7.58
net936,7.58
net1050,7.58
net2327,7.58
net3754,7.58
net4317,7.58
net4406,7.58
net4728,7.58
net4773,7.58
net5073,7.58
net6354,7.58
PC1.BP.idx\[2\],7.57
_19023_,7.565
EC0.RF.regs\[1\]\[0\],7.56
EC0.RF.regs\[4\]\[24\],7.56
L1C2.data\[4\]\[21\],7.56
L2.mem\[13\]\[14\],7.56
L2.mem\[163\]\[7\],7.56
L2.mem\[203\]\[8\],7.56
L2.mem\[4\]\[26\],7.56
L2.mem\[5\]\[3\],7.56
L2.mem\[62\]\[8\],7.56
L2.mem\[84\]\[8\],7.56
_00048_,7.56
_00357_,7.56
_00411_,7.56
_00467_,7.56
_00602_,7.56
_03415_,7.56
_10419_,7.56
_10449_,7.56
_10453_,7.56
_10539_,7.56
_11092_,7.56
_11197_,7.56
_11379_,7.56
_11530_,7.56
_11589_,7.56
_11636_,7.56
_11716_,7.56
_11743_,7.56
_11747_,7.56
_11851_,7.56
_12261_,7.56
_12432_,7.56
_12513_,7.56
_12844_,7.56
_12909_,7.56
_12925_,7.56
_13075_,7.56
_13239_,7.56
_13396_,7.56
_13521_,7.56
_13620_,7.56
_13637_,7.56
_13713_,7.56
_14178_,7.56
_14384_,7.56
_14527_,7.56
_14561_,7.56
_14753_,7.56
_14838_,7.56
_15132_,7.56
_15197_,7.56
_15209_,7.56
_15293_,7.56
_15606_,7.56
_15773_,7.56
_15811_,7.56
_15865_,7.56
_16187_,7.56
_16214_,7.56
_16343_,7.56
_16458_,7.56
_16546_,7.56
_16585_,7.56
_16660_,7.56
_16677_,7.56
_16730_,7.56
_16831_,7.56
_17433_,7.56
_17475_,7.56
_17870_,7.56
_18046_,7.56
